ogr,libelle,libelle_type,root,root_type,context,chunk,chunk_length,chunk_index,chunk_level
106543,"Traitement par induction",SAVOIRS THEORIQUES ET PROCEDURAUX,Traitement,ANOUN,"par induction","Traitement par induction",3,0,1
106544,"Traitement par projection",SAVOIRS THEORIQUES ET PROCEDURAUX,Traitement,ANOUN,"par projection","Traitement par projection",3,0,1
106546,"Réaliser des opérations sur un équipement de cuve, bain, creuset",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations sur un équipement de cuve, bain, creuset","réaliser des opérations sur un équipement de cuve, bain, creuset",12,0,1
106546,"Réaliser des opérations sur un équipement de cuve, bain, creuset",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"sur un équipement de cuve, bain, creuset","opérations sur un équipement de cuve, bain, creuset",10,1,2
106548,"Réaliser des opérations sur un équipement de ligne semi-automatique, automatique",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations sur un équipement de ligne semi-automatique, automatique","réaliser des opérations sur un équipement de ligne semi-automatique, automatique",11,0,1
106548,"Réaliser des opérations sur un équipement de ligne semi-automatique, automatique",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"sur un équipement de ligne semi-automatique, automatique","opérations sur un équipement de ligne semi-automatique, automatique",9,1,2
106549,"Réaliser des opérations sur un équipement robotisé",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"des opérations sur un équipement robotisé","réaliser des opérations sur un équipement robotisé",7,0,1
106549,"Réaliser des opérations sur un équipement robotisé",ACTIVITE DE BASE ET/OU SPECIFIQUE,opérations,ANOUN,"sur un équipement robotisé","opérations sur un équipement robotisé",5,1,2
106550,"Intervenir sur un produit en continu (feuillard ou bande)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur un produit en continu","intervenir sur un produit en continu",6,0,1
106551,"Intervenir sur un produit volumineux, lourd, de grande taille",ACTIVITE DE BASE ET/OU SPECIFIQUE,Intervenir,AVERB,"sur un produit volumineux, lourd, de grande taille","intervenir sur un produit volumineux, lourd, de grande taille",11,0,1
106553,"Préparer les surfaces (dégraissage, masquage, sablage, ...) selon le type de support",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"les surfaces selon le type de support","préparer les surfaces selon le type de support",8,0,1
106554,"Tracer et réaliser des marquages, masquages (prédécoupés, adhésifs, ...) sur la surface à peindre",ACTIVITE DE BASE ET/OU SPECIFIQUE,Tracer,AVERB,"des marquages, masquages sur la surface à peindre","tracer des marquages, masquages sur la surface à peindre",10,2,1
106554,"Tracer et réaliser des marquages, masquages (prédécoupés, adhésifs, ...) sur la surface à peindre",ACTIVITE DE BASE ET/OU SPECIFIQUE,marquages,ANOUN,"sur la surface à peindre","marquages sur la surface à peindre",6,1,1
106554,"Tracer et réaliser des marquages, masquages (prédécoupés, adhésifs, ...) sur la surface à peindre",ACTIVITE DE BASE ET/OU SPECIFIQUE,réaliser,AVERB,"des marquages, masquages sur la surface à peindre","réaliser des marquages, masquages sur la surface à peindre",10,0,1
106555,"Préparer le produit (quantité, teinte, mélange, ...) et régler l'équipement d'application",ACTIVITE DE BASE ET/OU SPECIFIQUE,Préparer,AVERB,"le produit","préparer le produit",3,0,1
106555,"Préparer le produit (quantité, teinte, mélange, ...) et régler l'équipement d'application",ACTIVITE DE BASE ET/OU SPECIFIQUE,régler,AVERB,"l'équipement d'application","régler l'équipement d'application",5,1,1
106555,"Préparer le produit (quantité, teinte, mélange, ...) et régler l'équipement d'application",ACTIVITE DE BASE ET/OU SPECIFIQUE,équipement,ANOUN,"d'application","équipement d'application",3,2,2
106557,"Contrôler la surface (dépôt, aspect, épaisseur), identifier les non-conformités et réaliser les retouches, reprises de finition",ACTIVITE DE BASE ET/OU SPECIFIQUE,Contrôler,AVERB,"la surface","contrôler la surface",3,0,1
106557,"Contrôler la surface (dépôt, aspect, épaisseur), identifier les non-conformités et réaliser les retouches, reprises de finition",ACTIVITE DE BASE ET/OU SPECIFIQUE,identifier,AVERB,"les non-conformités","identifier les non-conformités",3,1,1
106557,"Contrôler la surface (dépôt, aspect, épaisseur), identifier les non-conformités et réaliser les retouches, reprises de finition",ACTIVITE DE BASE ET/OU SPECIFIQUE,reprises,ANOUN,"de finition","reprises de finition",3,3,2
106557,"Contrôler la surface (dépôt, aspect, épaisseur), identifier les non-conformités et réaliser les retouches, reprises de finition",ACTIVITE DE BASE ET/OU SPECIFIQUE,réaliser,AVERB,"les retouches, reprises de finition","réaliser les retouches, reprises de finition",7,2,1
106558,"Utilisation d'instrument et de logiciel de détermination de teinte (colorimètre, nuancier, ...)",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"d'instrument et de logiciel de détermination de teinte","Utilisation d'instrument et de logiciel de détermination de teinte",10,0,1
106559,"Spécificités des solvants, diluants",SAVOIRS THEORIQUES ET PROCEDURAUX,Spécificités,ANOUN,"des solvants, diluants","Spécificités des solvants, diluants",5,0,1
106565,"Appliquer un produit anticorrosion",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"un produit anticorrosion","appliquer un produit anticorrosion",4,0,1
106566,"Appliquer un produit antifriction, antidérapant",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"un produit antifriction, antidérapant","appliquer un produit antifriction, antidérapant",6,0,1
106567,"Appliquer l'émail",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"l'émail","appliquer l'émail",3,0,1
106568,"Appliquer la laque",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"la laque","appliquer la laque",3,0,1
106569,"Appliquer le métal",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"le métal","appliquer le métal",3,0,1
106571,"Appliquer le polyvinyle",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"le polyvinyle","appliquer le polyvinyle",3,0,1
106572,"Appliquer la résine",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"la résine","appliquer la résine",3,0,1
106573,"Appliquer le vernis",ACTIVITE DE BASE ET/OU SPECIFIQUE,Appliquer,AVERB,"le vernis","appliquer le vernis",3,0,1
106579,"Réaliser une opération de dégraissage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération de dégraissage de surface","réaliser une opération de dégraissage de surface",7,0,1
106579,"Réaliser une opération de dégraissage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"de dégraissage de surface","opération de dégraissage de surface",5,1,2
106580,"Réaliser une opération d'égrainage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération d'égrainage de surface","réaliser une opération d'égrainage de surface",7,0,1
106580,"Réaliser une opération d'égrainage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"d'égrainage de surface","opération d'égrainage de surface",5,1,2
106581,"Réaliser une opération de grenaillage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération de grenaillage de surface","réaliser une opération de grenaillage de surface",7,0,1
106581,"Réaliser une opération de grenaillage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"de grenaillage de surface","opération de grenaillage de surface",5,1,2
106582,"Réaliser une opération de lustrage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération de lustrage de surface","réaliser une opération de lustrage de surface",7,0,1
106582,"Réaliser une opération de lustrage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"de lustrage de surface","opération de lustrage de surface",5,1,2
106583,"Réaliser une opération de polissage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération de polissage de surface","réaliser une opération de polissage de surface",7,0,1
106583,"Réaliser une opération de polissage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"de polissage de surface","opération de polissage de surface",5,1,2
106584,"Réaliser une opération de ponçage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération de ponçage de surface","réaliser une opération de ponçage de surface",7,0,1
106584,"Réaliser une opération de ponçage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"de ponçage de surface","opération de ponçage de surface",5,1,2
106585,"Réaliser une opération de séchage sur une surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération de séchage sur une surface","réaliser une opération de séchage sur une surface",8,0,1
106585,"Réaliser une opération de séchage sur une surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"de séchage sur une surface","opération de séchage sur une surface",6,1,2
106586,"Réaliser une opération de sablage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,Réaliser,AVERB,"une opération de sablage de surface","réaliser une opération de sablage de surface",7,0,1
106586,"Réaliser une opération de sablage de surface",ACTIVITE DE BASE ET/OU SPECIFIQUE,opération,ANOUN,"de sablage de surface","opération de sablage de surface",5,1,2
106594,"Génie civil",SAVOIRS THEORIQUES ET PROCEDURAUX,Génie,ANOUN,"civil","Génie civil",2,0,1
106595,"Génie climatique",SAVOIRS THEORIQUES ET PROCEDURAUX,Génie,ANOUN,"climatique","Génie climatique",2,0,1
106607,"Superviser la conformité des interventions et du fonctionnement des équipements, matériels et installations (réceptions, tests, essais, réglages, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"la conformité des interventions et du fonctionnement des équipements, matériels et installations","superviser la conformité des interventions et du fonctionnement des équipements, matériels et installations",14,0,1
106621,"Fonctionnalités des équipements et matériels militaires",SAVOIRS THEORIQUES ET PROCEDURAUX,Fonctionnalités,ANOUN,"des équipements et matériels militaires","Fonctionnalités des équipements et matériels militaires",6,0,1
106623,"Suivre et contrôler la conformité réglementaire d'utilisation de véhicules (contrôle technique, assurance, permis, temps de repos, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,Suivre,AVERB,"la conformité réglementaire d'utilisation de véhicules","suivre la conformité réglementaire d'utilisation de véhicules",8,0,1
106623,"Suivre et contrôler la conformité réglementaire d'utilisation de véhicules (contrôle technique, assurance, permis, temps de repos, ...)",ACTIVITE DE BASE ET/OU SPECIFIQUE,contrôler,AVERB,"la conformité réglementaire d'utilisation de véhicules","contrôler la conformité réglementaire d'utilisation de véhicules",8,1,1
106627,"Lecture de chronotachygraphe",SAVOIRS THEORIQUES ET PROCEDURAUX,Lecture,ANOUN,"de chronotachygraphe","Lecture de chronotachygraphe",3,0,1
106628,"Critères de contrôle réglementaire de véhicules",SAVOIRS THEORIQUES ET PROCEDURAUX,Critères,ANOUN,"de contrôle réglementaire de véhicules","Critères de contrôle réglementaire de véhicules",6,0,1
106629,"Superviser un parc de cycles, motocycles",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de cycles, motocycles","superviser un parc de cycles, motocycles",7,0,1
106630,"Superviser un parc de véhicules et d'engins de levage",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de véhicules et d'engins de levage","superviser un parc de véhicules et d'engins de levage",10,0,1
106631,"Superviser un parc de poids lourds, véhicules de transport de marchandises",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de poids lourds","superviser un parc de poids lourds",6,0,1
106632,"Superviser un parc de véhicules de nettoyage, de collecte",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de véhicules de nettoyage, de collecte","superviser un parc de véhicules de nettoyage, de collecte",10,0,1
106633,"Superviser un parc de véhicules de transport de personnes, de voyageurs",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de véhicules de transport de personnes, de voyageurs","superviser un parc de véhicules de transport de personnes, de voyageurs",12,0,1
106634,"Superviser un parc de véhicules et engins agricoles, forestiers",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de véhicules et engins agricoles, forestiers","superviser un parc de véhicules et engins agricoles, forestiers",10,0,1
106635,"Superviser un parc de véhicules et engins blindés",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de véhicules et engins blindés","superviser un parc de véhicules et engins blindés",8,0,1
106636,"Superviser un parc de véhicules et engins de travaux publics",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de véhicules et engins de travaux publics","superviser un parc de véhicules et engins de travaux publics",10,0,1
106637,"Superviser un parc de véhicules légers",ACTIVITE DE BASE ET/OU SPECIFIQUE,Superviser,AVERB,"un parc de véhicules légers","superviser un parc de véhicules légers",6,0,1
106642,"Utilisation d'équipements de pose de bande publicitaire",SAVOIRS THEORIQUES ET PROCEDURAUX,Utilisation,ANOUN,"d'équipements de pose de bande publicitaire","Utilisation d'équipements de pose de bande publicitaire",8,0,1
106643,"Techniques d'enlèvement de graffitis",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"d'enlèvement de graffitis","Techniques d'enlèvement de graffitis",5,0,1
106644,"Techniques de lavage de vitres",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de lavage de vitres","Techniques de lavage de vitres",5,0,1
106648,"Techniques de base en vitrerie",SAVOIRS THEORIQUES ET PROCEDURAUX,Techniques,ANOUN,"de base en vitrerie","Techniques de base en vitrerie",5,0,1
106649,"Surveiller l'état du tracé routier et de ses équipements et repérer les anomalies et les risques",ACTIVITE DE BASE ET/OU SPECIFIQUE,Surveiller,AVERB,"l'état du tracé routier et de ses équipements","surveiller l'état du tracé routier et de ses équipements",10,0,1
106649,"Surveiller l'état du tracé routier et de ses équipements et repérer les anomalies et les risques",ACTIVITE DE BASE ET/OU SPECIFIQUE,repérer,AVERB,"les anomalies et les risques","repérer les anomalies et les risques",6,1,1
